Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,PerformanceRating,YearsAtCompany,YearsInCurrentRole,MonthlyIncome
34,No,Non-Travel,Research & Development,26,Technical Degree,Female,Research Scientist,4,5,4,2029
40,No,Travel_Rarely,Research & Development,2,Medical,Female,Healthcare Representative,4,12,11,6377
38,No,Travel_Frequently,Research & Development,7,Life Sciences,Male,Research Scientist,3,4,2,2610
34,No,Travel_Rarely,Research & Development,2,Technical Degree,Female,Healthcare Representative,3,14,11,6687
28,No,Travel_Rarely,Sales,26,Life Sciences,Male,Sales Executive,3,5,3,4724
39,No,Travel_Rarely,Sales,21,Life Sciences,Male,Sales Executive,3,5,4,6120
41,No,Travel_Frequently,Research & Development,22,Life Sciences,Female,Research Scientist,3,6,2,5467
37,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,3,6,4,2996
32,No,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,3,3,2,4078
39,No,Non-Travel,Research & Development,25,Life Sciences,Male,Healthcare Representative,4,6,4,10920
25,No,Travel_Rarely,Sales,18,Life Sciences,Male,Sales Executive,3,3,2,6232
52,No,Travel_Frequently,Research & Development,28,Medical,Female,Manufacturing Director,3,5,3,13247
43,No,Travel_Rarely,Research & Development,6,Medical,Female,Research Scientist,3,20,7,4081
26,No,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,4,3,3904
52,No,Travel_Rarely,Research & Development,8,Other,Female,Laboratory Technician,3,5,4,2950
37,No,Travel_Rarely,Research & Development,11,Medical,Female,Laboratory Technician,3,3,2,3629
35,No,Travel_Frequently,Research & Development,18,Life Sciences,Male,Manufacturing Director,3,2,2,9362
25,No,Travel_Rarely,Research & Development,1,Technical Degree,Male,Laboratory Technician,3,3,2,3229
26,No,Travel_Rarely,Research & Development,7,Other,Male,Laboratory Technician,3,7,7,3578
29,No,Travel_Rarely,Human Resources,17,Other,Male,Human Resources,3,10,9,7988
54,No,Travel_Rarely,Research & Development,1,Medical,Female,Research Director,3,20,7,17328
55,No,Travel_Rarely,Research & Development,1,Medical,Male,Research Director,3,7,7,14732
34,No,Travel_Frequently,Research & Development,1,Other,Male,Research Scientist,3,4,3,2996
27,No,Travel_Rarely,Research & Development,11,Life Sciences,Male,Laboratory Technician,3,5,0,2099
36,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,Laboratory Technician,3,10,4,5810
36,No,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,3,3,2,5647
47,No,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,3,6,5,3420
37,No,Non-Travel,Research & Development,5,Technical Degree,Male,Laboratory Technician,3,6,5,3500
56,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,4,3,2,2066
47,No,Travel_Rarely,Research & Development,2,Medical,Female,Research Director,3,20,17,17169
24,No,Travel_Rarely,Sales,4,Medical,Female,Sales Executive,3,5,4,4162
34,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Laboratory Technician,3,5,4,3294
31,No,Travel_Rarely,Sales,8,Life Sciences,Male,Sales Executive,3,13,7,10793
45,No,Travel_Rarely,Research & Development,20,Medical,Male,Healthcare Representative,3,7,7,10851
31,No,Travel_Rarely,Human Resources,8,Medical,Female,Human Resources,3,3,2,2109
48,No,Travel_Rarely,Sales,7,Marketing,Male,Sales Executive,3,2,2,5486
40,No,Non-Travel,Research & Development,8,Medical,Male,Research Director,3,9,8,13757
28,No,Travel_Rarely,Sales,5,Medical,Male,Sales Executive,3,5,4,8463
44,No,Non-Travel,Research & Development,5,Life Sciences,Male,Laboratory Technician,3,5,2,3162
44,No,Travel_Rarely,Research & Development,20,Life Sciences,Male,Research Scientist,3,5,2,3420
33,No,Travel_Frequently,Sales,7,Medical,Male,Sales Executive,3,4,3,4373
30,No,Travel_Rarely,Sales,16,Life Sciences,Male,Sales Executive,3,2,1,5301
42,No,Travel_Frequently,Research & Development,9,Medical,Female,Laboratory Technician,3,12,9,3673
44,No,Travel_Frequently,Sales,1,Marketing,Female,Sales Executive,3,1,0,4768
49,No,Travel_Rarely,Research & Development,7,Life Sciences,Male,Healthcare Representative,3,8,7,10466
34,No,Travel_Frequently,Research & Development,15,Medical,Male,Research Director,3,14,8,17007
24,No,Non-Travel,Sales,13,Life Sciences,Female,Sales Representative,3,1,0,2033
44,No,Travel_Frequently,Research & Development,2,Medical,Male,Manufacturing Director,3,2,2,10209
30,No,Travel_Rarely,Human Resources,1,Life Sciences,Male,Human Resources,4,5,3,2064
55,No,Travel_Rarely,Research & Development,4,Life Sciences,Male,Healthcare Representative,3,3,2,4035
33,No,Travel_Rarely,Research & Development,4,Medical,Female,Laboratory Technician,3,5,4,3838
47,No,Travel_Rarely,Sales,14,Medical,Female,Sales Executive,3,5,4,4591
28,No,Travel_Frequently,Sales,7,Life Sciences,Male,Sales Executive,3,4,2,4898
49,No,Travel_Rarely,Research & Development,3,Medical,Female,Laboratory Technician,4,3,2,4789
29,No,Travel_Frequently,Research & Development,2,Life Sciences,Female,Laboratory Technician,3,3,2,3180
28,No,Travel_Rarely,Research & Development,29,Life Sciences,Male,Manufacturing Director,3,8,6,6549
33,No,Travel_Rarely,Research & Development,8,Life Sciences,Male,Healthcare Representative,3,0,0,6388
32,No,Travel_Rarely,Research & Development,10,Medical,Male,Manager,4,5,2,11244
54,No,Travel_Frequently,Research & Development,11,Medical,Female,Manager,4,14,9,16032
44,No,Travel_Rarely,Research & Development,28,Life Sciences,Male,Research Director,3,20,6,16328
39,No,Travel_Rarely,Research & Development,6,Life Sciences,Female,Manufacturing Director,3,2,0,8376
46,No,Travel_Rarely,Sales,3,Life Sciences,Female,Manager,3,13,12,16606
23,No,Travel_Rarely,Research & Development,20,Life Sciences,Male,Laboratory Technician,3,4,3,2272
34,No,Travel_Rarely,Sales,1,Technical Degree,Male,Sales Executive,3,10,9,7083
50,No,Travel_Frequently,Research & Development,22,Medical,Male,Research Director,3,32,6,14411
34,No,Travel_Rarely,Sales,7,Technical Degree,Male,Sales Representative,4,11,10,2308
29,No,Travel_Rarely,Research & Development,8,Other,Female,Healthcare Representative,3,7,7,9715
45,No,Travel_Rarely,Research & Development,28,Technical Degree,Male,Research Scientist,4,5,4,2132
42,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,3,20,8,10124
40,No,Travel_Rarely,Sales,9,Medical,Male,Sales Executive,3,8,4,5473
40,No,Travel_Rarely,Human Resources,6,Medical,Male,Manager,4,21,7,16437
24,No,Travel_Rarely,Research & Development,21,Technical Degree,Male,Laboratory Technician,3,1,1,2296
35,No,Travel_Rarely,Sales,28,Life Sciences,Female,Sales Representative,4,5,3,2430
32,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,Research Scientist,3,7,1,5878
36,No,Travel_Rarely,Sales,2,Life Sciences,Male,Sales Representative,4,3,2,2644
48,No,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,3,8,7,6439
29,No,Travel_Rarely,Research & Development,9,Life Sciences,Male,Research Scientist,3,1,0,2451
33,No,Travel_Rarely,Sales,8,Life Sciences,Male,Sales Executive,3,2,2,6392
38,No,Travel_Frequently,Human Resources,10,Human Resources,Male,Human Resources,3,6,3,6077
35,No,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,3,3,0,2450
30,No,Travel_Rarely,Sales,29,Technical Degree,Male,Sales Executive,3,4,2,9250
32,No,Non-Travel,Research & Development,1,Technical Degree,Male,Research Scientist,3,6,5,4087
48,No,Travel_Rarely,Research & Development,15,Other,Female,Research Scientist,3,8,2,2367
34,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,2,2,5484
38,No,Travel_Rarely,Sales,14,Life Sciences,Male,Sales Executive,3,9,8,9924
38,No,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Executive,3,3,2,4198
36,No,Travel_Rarely,Sales,1,Life Sciences,Female,Sales Executive,3,1,0,6815
29,No,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,3,10,9,4723
39,No,Travel_Rarely,Sales,6,Medical,Male,Sales Executive,3,7,6,8237
29,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,3,6,4,8853
50,No,Travel_Rarely,Sales,9,Marketing,Male,Manager,3,1,0,19331
23,No,Travel_Rarely,Research & Development,10,Technical Degree,Male,Research Scientist,3,2,2,2073
36,No,Travel_Frequently,Research & Development,6,Life Sciences,Male,Laboratory Technician,3,3,2,5562
42,No,Travel_Rarely,Research & Development,9,Other,Male,Manager,4,1,0,19613
35,No,Travel_Rarely,Research & Development,28,Life Sciences,Male,Laboratory Technician,3,10,9,3407
40,No,Travel_Rarely,Sales,14,Life Sciences,Female,Sales Executive,3,5,4,4639
43,No,Travel_Rarely,Research & Development,27,Technical Degree,Male,Laboratory Technician,3,6,4,4876
35,No,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,3,1,0,2690
46,No,Travel_Rarely,Sales,1,Life Sciences,Male,Manager,3,26,0,17567
50,No,Travel_Frequently,Research & Development,20,Medical,Male,Healthcare Representative,3,30,8,11245
32,No,Travel_Rarely,Research & Development,5,Other,Female,Research Scientist,3,3,2,3312
44,No,Travel_Rarely,Research & Development,7,Medical,Female,Research Director,3,22,7,19049
45,No,Travel_Rarely,Research & Development,5,Medical,Female,Laboratory Technician,3,10,7,5769
45,No,Non-Travel,Sales,26,Marketing,Male,Sales Executive,3,10,7,4385
31,No,Travel_Frequently,Sales,2,Other,Male,Sales Executive,3,5,2,5332
36,No,Travel_Rarely,Research & Development,12,Life Sciences,Female,Manufacturing Director,3,3,2,4663
49,No,Travel_Rarely,Research & Development,25,Life Sciences,Female,Laboratory Technician,3,9,6,3211
39,No,Travel_Rarely,Research & Development,10,Medical,Male,Manufacturing Director,3,7,7,5377
27,No,Travel_Rarely,Research & Development,19,Other,Male,Laboratory Technician,3,7,7,4066
35,No,Travel_Rarely,Research & Development,18,Life Sciences,Male,Research Scientist,3,16,15,5208
28,No,Travel_Rarely,Research & Development,27,Medical,Female,Manufacturing Director,4,5,3,4877
47,No,Travel_Rarely,Human Resources,26,Life Sciences,Female,Manager,3,5,2,19658
39,No,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,3,10,8,3069
40,No,Travel_Rarely,Research & Development,15,Life Sciences,Female,Manufacturing Director,3,18,15,10435
35,No,Non-Travel,Research & Development,8,Life Sciences,Female,Healthcare Representative,3,14,11,4148
37,No,Travel_Rarely,Research & Development,19,Life Sciences,Male,Manufacturing Director,3,4,3,5768
39,No,Travel_Frequently,Research & Development,4,Medical,Female,Manufacturing Director,3,9,2,5042
45,No,Travel_Rarely,Research & Development,2,Other,Female,Manufacturing Director,3,10,7,5770
37,No,Travel_Rarely,Research & Development,10,Medical,Female,Research Scientist,3,8,4,3936
44,No,Travel_Frequently,Human Resources,1,Human Resources,Male,Human Resources,3,10,7,5743
48,No,Travel_Frequently,Research & Development,4,Medical,Male,Manager,4,2,2,15202
27,No,Travel_Frequently,Research & Development,2,Medical,Male,Research Scientist,3,4,2,2580
36,No,Travel_Rarely,Research & Development,5,Life Sciences,Female,Healthcare Representative,3,3,2,8008
25,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,Manufacturing Director,3,7,7,5206
39,No,Travel_Rarely,Research & Development,12,Medical,Male,Manufacturing Director,4,5,4,5295
50,No,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Director,3,14,11,13269
20,No,Travel_Rarely,Sales,2,Medical,Female,Sales Representative,3,2,2,2783
34,No,Travel_Rarely,Research & Development,3,Life Sciences,Female,Research Scientist,3,11,8,5433
36,No,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,3,4,3,2013
36,No,Non-Travel,Research & Development,1,Medical,Female,Manufacturing Director,3,3,2,4374
54,No,Travel_Rarely,Research & Development,22,Medical,Female,Manager,4,10,8,17426
43,No,Travel_Rarely,Research & Development,15,Life Sciences,Male,Research Director,4,14,10,17603
38,No,Travel_Frequently,Research & Development,1,Life Sciences,Male,Research Scientist,3,13,11,4735
29,No,Travel_Rarely,Sales,5,Medical,Male,Sales Executive,3,10,0,4187
31,No,Travel_Rarely,Sales,5,Life Sciences,Female,Sales Executive,3,10,0,5476
47,No,Travel_Rarely,Sales,2,Life Sciences,Female,Manager,3,3,2,15972
49,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Manager,3,8,7,15379
41,No,Travel_Rarely,Sales,23,Life Sciences,Male,Sales Executive,3,2,0,7082
20,No,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,3,2,2,2728
33,No,Non-Travel,Sales,16,Life Sciences,Female,Sales Executive,4,6,5,5368
36,No,Travel_Rarely,Research & Development,26,Life Sciences,Male,Healthcare Representative,3,3,2,5347
44,No,Travel_Rarely,Human Resources,1,Life Sciences,Female,Human Resources,3,2,2,3195
38,No,Travel_Rarely,Research & Development,4,Medical,Female,Laboratory Technician,3,0,0,3306
53,No,Travel_Rarely,Research & Development,24,Medical,Male,Healthcare Representative,3,4,3,7005
34,No,Travel_Rarely,Research & Development,5,Medical,Male,Laboratory Technician,3,15,10,3986
60,No,Travel_Rarely,Research & Development,1,Medical,Male,Healthcare Representative,4,1,0,10883
33,No,Travel_Rarely,Research & Development,21,Medical,Male,Laboratory Technician,3,14,11,2028
44,No,Travel_Rarely,Research & Development,2,Life Sciences,Female,Healthcare Representative,3,8,7,7879
35,No,Travel_Frequently,Research & Development,2,Medical,Male,Research Scientist,3,5,4,4930
43,No,Travel_Rarely,Sales,2,Medical,Male,Sales Executive,3,10,9,7847
24,No,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,3,5,3,4401
41,No,Travel_Rarely,Sales,6,Marketing,Male,Sales Executive,3,10,8,9241
29,No,Travel_Rarely,Research & Development,9,Medical,Female,Laboratory Technician,3,5,3,2974
36,No,Travel_Rarely,Sales,2,Life Sciences,Female,Sales Representative,3,13,7,4502
26,No,Travel_Rarely,Research & Development,17,Medical,Male,Laboratory Technician,3,3,2,2305
45,No,Travel_Rarely,Research & Development,28,Technical Degree,Female,Research Director,3,21,6,16704
31,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,Laboratory Technician,3,5,2,3477
40,No,Travel_Rarely,Research & Development,8,Life Sciences,Female,Manufacturing Director,3,1,0,6516
46,No,Travel_Rarely,Research & Development,13,Life Sciences,Male,Healthcare Representative,3,10,7,5562
35,No,Travel_Rarely,Research & Development,27,Life Sciences,Male,Manufacturing Director,3,7,7,6883
30,No,Travel_Rarely,Research & Development,16,Life Sciences,Male,Research Scientist,3,10,0,2862
47,No,Non-Travel,Sales,2,Marketing,Male,Sales Executive,3,1,0,4978
46,No,Travel_Rarely,Sales,2,Life Sciences,Male,Sales Executive,3,10,6,10368
23,No,Travel_Rarely,Research & Development,4,Medical,Female,Laboratory Technician,3,3,2,3295
31,No,Travel_Frequently,Research & Development,24,Technical Degree,Female,Manufacturing Director,4,5,4,5238
39,No,Non-Travel,Research & Development,1,Life Sciences,Male,Laboratory Technician,3,9,8,6472
32,No,Travel_Rarely,Sales,19,Life Sciences,Male,Sales Executive,3,4,3,9610
40,No,Travel_Rarely,Sales,7,Medical,Male,Manager,3,21,8,19833
45,No,Travel_Rarely,Human Resources,4,Life Sciences,Female,Human Resources,4,5,0,9756
30,No,Travel_Frequently,Research & Development,2,Technical Degree,Female,Research Scientist,3,9,7,4968
24,No,Travel_Frequently,Human Resources,10,Medical,Male,Human Resources,3,2,2,2145
31,No,Travel_Rarely,Sales,5,Technical Degree,Male,Sales Executive,3,5,2,8346
27,No,Travel_Rarely,Research & Development,8,Medical,Female,Research Scientist,3,6,2,3445
29,No,Travel_Frequently,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,3,2,6294
34,No,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,5,0,2932
33,No,Non-Travel,Sales,2,Marketing,Female,Sales Executive,3,11,7,5147
38,No,Travel_Frequently,Research & Development,2,Medical,Female,Laboratory Technician,3,6,1,2468
29,No,Travel_Rarely,Research & Development,4,Technical Degree,Female,Research Scientist,3,1,0,2109
30,No,Travel_Rarely,Research & Development,16,Life Sciences,Male,Healthcare Representative,3,7,0,5294
32,No,Non-Travel,Research & Development,5,Technical Degree,Male,Research Scientist,3,7,7,2718
55,No,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,3,1,0,19038
33,No,Non-Travel,Research & Development,4,Technical Degree,Male,Research Scientist,3,9,8,3055
34,No,Non-Travel,Sales,10,Life Sciences,Male,Sales Executive,3,15,14,4001
53,No,Non-Travel,Research & Development,1,Medical,Female,Manufacturing Director,4,3,2,12965
34,No,Travel_Rarely,Sales,3,Life Sciences,Female,Sales Executive,3,2,2,6029
31,No,Travel_Rarely,Sales,29,Marketing,Female,Sales Executive,3,12,7,5468
51,No,Travel_Rarely,Research & Development,3,Technical Degree,Female,Manager,3,2,2,13116
37,No,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,3,5,2,4189
46,No,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,3,2,1,19328
37,No,Travel_Rarely,Human Resources,8,Other,Male,Human Resources,3,10,0,4071
28,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,5,3,2044
46,No,Non-Travel,Sales,26,Life Sciences,Male,Sales Executive,3,2,2,7991
42,No,Travel_Rarely,Research & Development,13,Medical,Male,Healthcare Representative,3,0,0,5538
35,No,Non-Travel,Research & Development,2,Medical,Male,Manufacturing Director,3,7,7,5762
38,No,Non-Travel,Human Resources,2,Human Resources,Male,Human Resources,3,11,10,2592
43,No,Non-Travel,Research & Development,9,Life Sciences,Male,Research Scientist,3,3,2,2438
41,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,Healthcare Representative,3,3,2,6870
41,No,Travel_Rarely,Sales,4,Marketing,Female,Sales Executive,3,22,14,10447
30,No,Travel_Rarely,Research & Development,10,Medical,Female,Manufacturing Director,3,7,7,9667
40,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Healthcare Representative,3,5,3,6513
34,No,Travel_Rarely,Sales,8,Technical Degree,Male,Sales Executive,4,10,8,6799
58,No,Non-Travel,Sales,2,Medical,Male,Manager,4,16,9,16291
35,No,Travel_Rarely,Research & Development,23,Medical,Male,Laboratory Technician,3,5,4,2705
47,No,Travel_Rarely,Research & Development,4,Life Sciences,Female,Manufacturing Director,3,22,11,10333
26,No,Travel_Rarely,Sales,10,Medical,Male,Sales Executive,3,5,3,4684
58,No,Travel_Frequently,Research & Development,15,Life Sciences,Male,Research Director,3,2,2,15787
18,No,Non-Travel,Research & Development,14,Medical,Female,Research Scientist,3,0,0,1514
45,No,Non-Travel,Sales,2,Life Sciences,Female,Sales Executive,4,8,7,5154
36,No,Travel_Rarely,Research & Development,2,Other,Female,Research Scientist,4,1,0,6962
42,No,Non-Travel,Research & Development,10,Technical Degree,Male,Research Scientist,4,6,3,2936
47,No,Travel_Rarely,Research & Development,9,Life Sciences,Female,Laboratory Technician,3,2,2,2105
28,No,Non-Travel,Human Resources,1,Life Sciences,Male,Human Resources,3,3,2,2706
29,No,Travel_Rarely,Research & Development,29,Life Sciences,Male,Healthcare Representative,3,7,0,6384
42,No,Travel_Rarely,Research & Development,8,Life Sciences,Male,Laboratory Technician,3,0,0,3968
46,No,Travel_Rarely,Sales,3,Technical Degree,Female,Sales Executive,3,19,17,13225
27,No,Travel_Rarely,Sales,23,Medical,Female,Sales Representative,4,9,8,3540
29,No,Travel_Rarely,Human Resources,6,Medical,Male,Human Resources,3,1,0,2804
43,No,Travel_Rarely,Research & Development,6,Medical,Female,Manager,3,16,12,19392
48,No,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Director,3,22,10,19665
27,No,Travel_Frequently,Research & Development,15,Life Sciences,Female,Research Scientist,3,7,6,4774
55,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,Research Scientist,4,5,2,2662
28,No,Travel_Rarely,Sales,3,Medical,Female,Sales Representative,3,1,0,2856
36,No,Travel_Rarely,Sales,10,Technical Degree,Female,Sales Executive,3,10,9,5673
31,No,Travel_Rarely,Research & Development,20,Life Sciences,Male,Laboratory Technician,3,10,8,4197
34,No,Travel_Rarely,Sales,4,Life Sciences,Male,Sales Executive,3,5,3,9713
35,No,Travel_Rarely,Research & Development,16,Other,Female,Manufacturing Director,3,3,2,4788
45,No,Travel_Rarely,Research & Development,25,Life Sciences,Female,Manufacturing Director,3,9,8,5906
36,No,Travel_Frequently,Human Resources,2,Human Resources,Male,Human Resources,4,10,1,3886
40,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Manager,3,19,7,16823
26,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,1,0,2933
27,No,Travel_Rarely,Sales,2,Medical,Female,Sales Executive,3,8,7,6500
44,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,2,0,5033
36,No,Travel_Rarely,Sales,17,Marketing,Male,Sales Executive,3,4,2,5507
41,No,Travel_Rarely,Sales,8,Marketing,Female,Sales Executive,4,5,4,4393
42,No,Travel_Rarely,Research & Development,6,Medical,Male,Research Director,3,13,7,13348
31,No,Travel_Rarely,Sales,10,Medical,Female,Sales Executive,3,5,2,6583
34,No,Travel_Rarely,Sales,3,Medical,Female,Sales Executive,3,4,2,8103
31,No,Travel_Rarely,Research & Development,4,Medical,Female,Laboratory Technician,3,2,2,3978
45,No,Travel_Frequently,Research & Development,1,Medical,Male,Healthcare Representative,3,4,2,5399
33,No,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,10,4,5487
28,No,Travel_Frequently,Sales,1,Life Sciences,Male,Sales Executive,3,7,7,6834
39,No,Non-Travel,Sales,21,Life Sciences,Female,Sales Executive,3,3,2,5736
27,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,Research Scientist,3,5,3,2226
34,No,Travel_Frequently,Research & Development,22,Other,Male,Research Scientist,3,15,10,5747
47,No,Non-Travel,Research & Development,14,Technical Degree,Male,Research Scientist,3,8,7,5467
56,No,Travel_Rarely,Sales,11,Marketing,Female,Sales Executive,3,0,0,5380
39,No,Travel_Rarely,Research & Development,9,Medical,Male,Manufacturing Director,4,10,0,5151
58,No,Travel_Rarely,Sales,21,Life Sciences,Female,Manager,3,1,0,17875
38,No,Travel_Rarely,Research & Development,9,Life Sciences,Male,Research Scientist,3,5,2,4771
49,No,Travel_Frequently,Research & Development,2,Life Sciences,Male,Research Director,3,5,4,19161
42,No,Travel_Rarely,Sales,12,Marketing,Male,Sales Executive,3,0,0,5087
35,No,Travel_Rarely,Sales,18,Medical,Male,Sales Executive,3,5,3,5561
28,No,Non-Travel,Research & Development,16,Medical,Male,Research Scientist,3,5,3,2144
31,No,Non-Travel,Research & Development,3,Medical,Male,Research Scientist,3,4,2,3065
36,No,Non-Travel,Research & Development,9,Life Sciences,Male,Laboratory Technician,4,5,4,2810
34,No,Travel_Rarely,Sales,1,Marketing,Male,Sales Executive,4,14,8,9888
34,No,Travel_Rarely,Sales,13,Medical,Male,Sales Executive,3,8,7,8628
32,No,Non-Travel,Research & Development,15,Medical,Female,Healthcare Representative,3,5,1,6667
32,No,Travel_Rarely,Research & Development,5,Life Sciences,Male,Manufacturing Director,4,1,0,9679
43,No,Travel_Rarely,Research & Development,11,Life Sciences,Male,Healthcare Representative,3,10,9,7510
38,No,Travel_Frequently,Human Resources,1,Other,Male,Human Resources,3,6,2,2991
55,No,Travel_Rarely,Human Resources,26,Human Resources,Male,Manager,3,10,9,19636
31,No,Travel_Rarely,Research & Development,2,Medical,Female,Laboratory Technician,3,1,0,1129
39,No,Travel_Rarely,Sales,15,Marketing,Male,Sales Executive,3,20,8,13341
31,No,Non-Travel,Research & Development,10,Medical,Female,Research Director,4,11,7,11031
54,No,Travel_Rarely,Research & Development,10,Medical,Female,Manufacturing Director,3,5,2,4440
24,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Healthcare Representative,3,4,3,4617
23,No,Travel_Rarely,Research & Development,12,Other,Male,Laboratory Technician,3,5,2,2647
25,No,Travel_Rarely,Human Resources,2,Human Resources,Female,Human Resources,3,2,0,2187
30,No,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,3,12,8,3748
25,No,Travel_Rarely,Research & Development,2,Other,Male,Laboratory Technician,3,2,2,3977
47,No,Travel_Rarely,Research & Development,25,Medical,Male,Healthcare Representative,4,17,14,8633
33,No,Non-Travel,Research & Development,1,Medical,Male,Laboratory Technician,3,1,1,2008
38,No,Travel_Rarely,Sales,1,Life Sciences,Male,Sales Executive,3,15,13,4440
31,No,Travel_Rarely,Sales,2,Life Sciences,Male,Sales Representative,3,2,2,3067
38,No,Travel_Frequently,Research & Development,6,Life Sciences,Male,Manufacturing Director,3,8,3,5321
42,No,Travel_Rarely,Research & Development,18,Life Sciences,Male,Research Scientist,3,4,3,5410
35,No,Travel_Rarely,Research & Development,11,Medical,Male,Laboratory Technician,3,2,2,2660
33,No,Travel_Rarely,Research & Development,15,Medical,Female,Healthcare Representative,3,9,7,4878
32,No,Travel_Rarely,Research & Development,29,Life Sciences,Female,Laboratory Technician,3,6,2,2837
40,No,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,3,1,0,2406
32,No,Travel_Rarely,Sales,1,Medical,Male,Sales Representative,3,2,2,2269
39,No,Travel_Rarely,Research & Development,24,Life Sciences,Male,Research Scientist,3,7,7,4108
38,No,Travel_Rarely,Research & Development,10,Medical,Female,Research Director,3,18,16,13206
37,No,Travel_Rarely,Research & Development,10,Life Sciences,Female,Research Director,4,16,11,13744
25,No,Travel_Rarely,Sales,8,Other,Female,Sales Executive,4,5,3,4907
52,No,Non-Travel,Sales,29,Life Sciences,Male,Sales Representative,3,9,8,3482
44,No,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,3,4,3,2436
21,No,Travel_Rarely,Sales,5,Medical,Male,Sales Representative,3,2,2,2380
39,No,Non-Travel,Research & Development,9,Life Sciences,Male,Manager,3,6,0,19431
36,No,Travel_Rarely,Sales,3,Medical,Female,Sales Executive,3,9,7,7644
36,No,Travel_Frequently,Research & Development,4,Life Sciences,Female,Manufacturing Director,3,4,2,5131
41,No,Travel_Rarely,Research & Development,28,Life Sciences,Female,Manufacturing Director,4,20,7,13570
34,No,Travel_Rarely,Sales,28,Marketing,Female,Sales Executive,4,8,7,6712
36,No,Non-Travel,Sales,15,Marketing,Male,Sales Executive,4,15,12,5406
41,No,Travel_Rarely,Sales,3,Life Sciences,Male,Sales Executive,3,5,4,8938
32,No,Travel_Rarely,Research & Development,2,Technical Degree,Male,Research Scientist,3,4,2,2439
38,No,Travel_Rarely,Sales,10,Life Sciences,Female,Sales Executive,3,10,7,5343
45,No,Travel_Rarely,Sales,20,Life Sciences,Female,Sales Executive,3,5,3,4850
40,No,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Scientist,3,2,2,2809
35,No,Travel_Frequently,Research & Development,18,Life Sciences,Male,Healthcare Representative,3,10,2,5689
35,No,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,3,4,3,2977
29,No,Travel_Rarely,Research & Development,13,Other,Male,Laboratory Technician,3,4,3,4025
29,No,Travel_Rarely,Research & Development,28,Medical,Female,Research Scientist,3,5,4,3785
31,No,Non-Travel,Research & Development,5,Medical,Male,Manufacturing Director,3,9,4,9936
26,No,Travel_Rarely,Sales,5,Other,Female,Sales Representative,3,4,2,2966
36,No,Travel_Frequently,Research & Development,23,Medical,Male,Laboratory Technician,3,5,2,2571
39,No,Travel_Rarely,Research & Development,6,Medical,Male,Healthcare Representative,3,7,7,9991
